2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T12:24:20,696 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7f733347, org.springframework.security.web.context.SecurityContextPersistenceFilter@115c81ac, org.springframework.security.web.header.HeaderWriterFilter@1cd4b8b6, org.springframework.web.filter.CorsFilter@7b5b8ab5, org.springframework.security.web.csrf.CsrfFilter@5cf31df6, org.springframework.security.web.authentication.logout.LogoutFilter@213d2564, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1c8efecb, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@3e37230b, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@3450fcc, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@54059c7e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@33183204, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@586b5d91, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@65361cc0, org.springframework.security.web.session.SessionManagementFilter@6253da8, org.springframework.security.web.access.ExceptionTranslationFilter@1d576632, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5b1a88bb]
2021-09-18T12:24:20,807 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T12:24:21,291 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T12:24:21,313 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 7.008 seconds (JVM running for 8.513)
2021-09-18T12:24:21,362 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T12:24:21,362 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T12:24:21,363 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Completed initialization in 1 ms
2021-09-18T12:24:21,874 WARN  [http-nio-8080-exec-1] o.a.c.u.SessionIdGeneratorBase: Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [453] milliseconds.
2021-09-18T12:35:58,408 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T12:35:58,459 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 16540 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T12:35:58,464 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T12:35:58,515 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T12:35:58,515 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T12:35:59,654 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T12:35:59,670 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 5 ms. Found 0 JPA repository interfaces.
2021-09-18T12:36:00,784 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T12:36:00,796 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T12:36:00,797 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T12:36:00,797 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T12:36:00,890 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T12:36:00,890 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2374 ms
2021-09-18T12:36:01,156 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T12:36:01,166 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T12:36:01,505 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T12:36:01,569 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T12:36:01,680 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.054s)
2021-09-18T12:36:01,717 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T12:36:01,719 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T12:36:01,912 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T12:36:02,096 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T12:36:02,253 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T12:36:02,566 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T12:36:02,582 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T12:36:02,605 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T12:36:02,671 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T12:36:03,311 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T12:36:03,356 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T12:36:03,857 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T12:36:03,886 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 5.878 seconds (JVM running for 6.928)
2021-09-18T12:36:09,866 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T12:36:09,867 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T12:36:09,869 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T12:49:12,075 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T12:49:12,151 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 9820 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T12:49:12,156 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T12:49:12,235 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T12:49:12,236 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T12:49:13,554 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T12:49:13,570 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 5 ms. Found 0 JPA repository interfaces.
2021-09-18T12:49:14,675 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T12:49:14,688 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T12:49:14,689 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T12:49:14,689 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T12:49:14,779 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T12:49:14,779 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2542 ms
2021-09-18T12:49:15,058 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T12:49:15,068 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T12:49:15,405 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T12:49:15,464 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T12:49:15,563 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.051s)
2021-09-18T12:49:15,603 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T12:49:15,606 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T12:49:15,818 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T12:49:16,022 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T12:49:16,189 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T12:49:16,506 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T12:49:16,521 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T12:49:16,544 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T12:49:16,626 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T12:49:17,339 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T12:49:17,396 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T12:49:17,895 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T12:49:17,916 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.412 seconds (JVM running for 7.759)
2021-09-18T12:49:21,417 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T12:49:21,418 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T12:49:21,421 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Completed initialization in 3 ms
2021-09-18T12:49:35,813 WARN  [http-nio-8080-exec-4] o.s.w.s.m.s.DefaultHandlerExceptionResolver: Resolved [org.springframework.web.HttpMediaTypeNotAcceptableException: Could not find acceptable representation]
2021-09-18T12:50:55,311 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T12:50:55,379 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 11168 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T12:50:55,384 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T12:50:55,441 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T12:50:55,441 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T12:50:56,608 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T12:50:56,625 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 6 ms. Found 0 JPA repository interfaces.
2021-09-18T12:50:57,750 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T12:50:57,762 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T12:50:57,762 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T12:50:57,763 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T12:50:57,869 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T12:50:57,869 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2427 ms
2021-09-18T12:50:58,157 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T12:50:58,183 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T12:50:58,508 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T12:50:58,568 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:2001/sql (MySQL 8.0)
2021-09-18T12:50:58,668 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.049s)
2021-09-18T12:50:58,704 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `sql`: 0
2021-09-18T12:50:58,707 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `sql` is up to date. No migration necessary.
2021-09-18T12:50:58,908 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T12:50:59,120 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T12:50:59,287 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T12:50:59,591 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T12:50:59,602 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T12:50:59,622 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T12:50:59,713 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T12:51:00,388 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T12:51:00,436 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T12:51:00,932 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T12:51:00,960 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.157 seconds (JVM running for 7.566)
2021-09-18T12:51:01,011 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T12:51:01,011 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T12:51:01,012 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Completed initialization in 1 ms
2021-09-18T12:52:42,894 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T12:52:42,963 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 16576 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
